DATA,P,RH2M,T2M,T2M_MAX,T2M_MIN,WS2M,ALLSKY_SFC_SW_DWN
1990-01-01,0.0,81.56,24.16,29.67,19.65,2.16,17.67
1990-01-02,0.0,81.12,24.62,29.76,19.68,1.79,25.2
1990-01-03,0.0,82.31,25.07,29.82,20.91,2.16,28.94
1990-01-04,0.0,82.75,24.69,29.84,20.35,2.53,22.43
1990-01-05,4.80839729309082,83.94,24.08,29.1,20.16,2.74,21.82
1990-01-06,0.0,81.62,22.77,28.59,18.26,2.45,23.15
1990-01-07,0.0,80.88,22.37,28.13,17.49,2.37,23.15
1990-01-08,0.0,80.44,22.77,28.52,16.82,1.95,27.73
1990-01-09,0.0,80.44,23.95,29.76,18.63,2.27,28.43
1990-01-10,0.0,79.38,24.38,30.29,19.11,2.58,26.95
1990-01-11,0.0,78.56,24.09,30.08,18.98,2.55,26.59
1990-01-12,0.0,77.25,23.77,30.39,17.14,2.42,27.65
1990-01-13,0.0,76.44,23.44,29.57,17.7,2.14,27.82
1990-01-14,0.0,78.25,23.2,29.37,17.71,1.77,26.58
1990-01-15,0.0,76.56,23.18,29.78,16.18,1.82,29.19
1990-01-16,0.0,76.25,23.92,30.05,18.3,2.22,25.78
1990-01-17,0.0,77.06,24.07,30.3,18.55,2.27,26.34
1990-01-18,0.0,77.69,23.96,30.46,18.12,2.36,24.13
1990-01-19,0.0,78.38,23.84,30.07,18.51,2.21,24.06
1990-01-20,5.554384708404541,78.25,24.08,30.45,18.41,1.88,21.96
1990-01-21,0.0,76.56,25.0,32.01,18.92,2.16,27.3
1990-01-22,0.0,72.94,25.87,32.58,20.26,2.3,30.18
1990-01-23,0.0,73.56,26.6,33.89,20.32,2.06,29.7
1990-01-24,0.0,72.38,26.8,34.74,20.44,2.23,24.54
1990-01-25,0.0,70.81,26.05,33.71,19.74,2.29,24.46
1990-01-26,0.0,71.12,25.5,32.74,19.88,2.64,23.13
1990-01-27,0.0,71.88,24.26,30.98,17.94,2.49,23.94
1990-01-28,5.844969272613525,73.0,24.56,32.03,18.18,2.71,22.65
1990-01-29,0.0,72.5,24.55,31.33,19.66,2.77,19.44
1990-01-30,0.0,72.69,25.0,32.3,19.15,2.81,18.01
1990-01-31,0.0,70.94,24.9,32.55,19.08,2.55,22.69
1990-02-01,0.0,71.0,24.6,32.19,18.08,2.62,24.92
1990-02-02,0.0,72.38,24.84,32.26,19.28,2.45,25.05
1990-02-03,0.0,73.5,24.95,32.12,19.42,2.31,26.22
1990-02-04,0.0,73.94,24.58,31.25,19.86,2.09,23.33
1990-02-05,0.0,70.44,24.77,32.01,19.34,2.38,19.16
1990-02-06,0.0,70.19,24.46,32.04,18.15,2.01,24.72
1990-02-07,0.0,67.12,25.48,33.19,18.87,1.9,28.01
1990-02-08,0.0,66.75,26.16,34.24,18.81,1.83,27.91
1990-02-09,0.0,63.81,26.51,35.27,18.6,2.01,25.85
1990-02-10,0.0,65.38,26.62,34.83,19.41,2.02,28.09
1990-02-11,0.0,65.94,26.74,34.8,19.97,2.22,25.57
1990-02-12,0.0,65.0,27.51,35.98,20.6,2.38,29.33
1990-02-13,0.0,65.62,28.11,36.17,21.26,2.31,26.38
1990-02-14,10.722968101501463,76.5,26.88,32.32,21.99,2.09,14.03
1990-02-15,14.26315689086914,78.75,26.55,31.82,22.84,2.34,8.05
1990-02-16,28.85286903381348,80.75,25.86,31.4,22.65,2.66,13.63
1990-02-17,0.0,83.0,25.19,29.57,22.3,2.86,19.72
1990-02-18,0.0,83.69,24.75,29.19,21.38,2.82,23.53
1990-02-19,9.617623329162598,83.94,25.73,31.05,21.94,2.05,19.8
1990-02-20,0.0,86.81,24.34,28.19,21.37,3.18,13.99
1990-02-21,0.0,82.56,24.77,30.26,20.86,2.03,26.03
1990-02-22,0.0,79.94,25.8,31.58,21.3,1.39,28.96
1990-02-23,16.189922332763672,80.94,25.59,29.68,21.65,1.36,20.55
1990-02-24,0.0,82.0,25.36,30.01,22.09,1.53,16.17
1990-02-25,0.0,76.44,26.19,32.12,21.9,2.19,25.12
1990-02-26,0.0,73.75,25.62,32.8,20.64,2.54,24.68
1990-02-27,0.0,72.31,24.51,31.98,18.72,2.47,27.13
1990-02-28,0.0,77.69,24.3,31.94,17.29,2.49,24.11
1990-03-01,0.0,76.56,24.67,31.66,19.95,2.61,18.53
1990-03-02,0.0,77.81,24.83,31.47,19.83,2.07,19.22
1990-03-03,0.0,78.44,25.15,31.65,20.55,1.8,21.09
1990-03-04,0.0,77.69,25.27,31.2,21.13,1.79,18.71
1990-03-05,0.0,76.88,25.72,32.29,20.92,1.88,20.01
1990-03-06,0.0,75.81,26.3,32.73,21.28,1.75,24.49
1990-03-07,0.0,70.31,26.52,33.88,20.88,2.48,26.18
1990-03-08,0.0,71.19,25.87,32.52,20.98,2.39,23.91
1990-03-09,0.0,71.75,26.06,33.25,21.08,2.2,19.96
1990-03-10,0.0,76.12,25.87,31.93,21.5,2.27,19.52
1990-03-11,0.0,76.5,25.33,30.76,21.65,1.91,21.83
1990-03-12,6.0522212982177725,69.31,26.6,34.45,20.26,1.83,24.52
1990-03-13,0.0,67.19,27.37,35.78,20.05,1.84,24.22
1990-03-14,0.0,70.19,27.26,34.08,22.32,2.01,24.61
1990-03-15,0.0,69.25,27.99,36.04,22.07,2.45,24.18
1990-03-16,0.0,69.06,27.69,35.9,21.26,2.51,22.95
1990-03-17,0.0,66.06,27.69,35.73,21.48,2.65,21.57
1990-03-18,0.0,66.06,27.01,35.17,20.66,2.62,23.73
1990-03-19,0.0,65.81,26.9,35.48,20.04,2.26,24.04
1990-03-20,0.0,63.56,26.44,35.23,19.41,2.13,25.89
1990-03-21,0.0,60.81,26.08,35.15,18.9,2.16,25.19
1990-03-22,0.0,60.62,26.21,36.13,17.68,2.09,24.0
1990-03-23,0.0,68.06,25.87,33.45,19.12,1.98,24.41
1990-03-24,5.661311626434326,66.88,26.62,34.87,20.05,1.47,25.0
1990-03-25,5.661311626434326,65.75,27.91,35.85,22.02,2.14,22.81
1990-03-26,29.62441825866699,68.19,27.48,34.6,22.31,2.47,19.79
1990-03-27,0.0,63.38,27.46,35.51,21.91,2.57,19.22
1990-03-28,0.0,69.06,27.18,34.55,21.35,2.29,22.21
1990-03-29,0.0,74.5,26.28,32.73,22.26,2.45,19.36
1990-03-30,0.0,79.44,25.4,31.37,21.29,2.88,12.41
1990-03-31,0.0,74.94,25.42,32.01,21.15,2.35,20.03
1990-04-01,0.0,69.44,25.17,32.66,19.94,1.77,20.98
1990-04-02,0.0,69.75,24.54,31.95,18.23,1.66,21.54
1990-04-03,0.0,66.31,26.55,35.31,18.92,1.61,23.16
1990-04-04,0.0,66.38,27.37,35.76,20.22,1.85,21.41
1990-04-05,0.0,71.62,26.52,32.3,21.81,1.45,21.7
1990-04-06,0.0,66.75,27.16,35.47,20.58,2.14,23.14
1990-04-07,0.0,67.75,26.94,35.32,20.67,2.32,23.29
1990-04-08,0.0,67.75,26.37,34.44,20.31,2.64,21.58
1990-04-09,0.0,65.69,26.48,35.24,19.0,2.47,23.86
1990-04-10,0.0,66.19,27.18,35.72,20.08,2.34,23.03
1990-04-11,0.0,71.0,27.19,35.02,21.31,2.24,19.78
1990-04-12,17.87794303894043,74.81,26.26,33.19,21.65,2.54,17.88
1990-04-13,0.0,71.5,25.12,32.69,19.03,2.48,20.17
1990-04-14,0.0,69.88,25.33,33.4,19.54,2.28,19.55
1990-04-15,0.0,68.12,25.16,32.6,18.05,2.13,21.28
1990-04-16,0.0,65.44,25.98,33.43,20.62,2.53,20.06
1990-04-17,0.0,69.38,24.35,30.65,18.87,2.0,21.19
1990-04-18,0.0,71.12,25.45,33.47,19.51,2.12,20.48
1990-04-19,0.0,74.25,24.37,31.5,19.52,2.31,19.23
1990-04-20,0.0,80.44,23.6,30.53,18.91,2.05,11.93
1990-04-21,0.0,81.12,23.88,31.07,19.69,2.51,14.55
1990-04-22,43.39944839477539,81.06,23.37,29.63,18.62,1.96,9.67
1990-04-23,0.0,83.0,23.69,29.26,20.13,2.23,16.37
1990-04-24,0.0,81.06,24.29,29.87,20.54,2.5,18.33
1990-04-25,0.0,78.56,24.35,30.33,21.01,2.73,19.61
1990-04-26,0.0,78.31,24.04,29.96,19.7,2.41,13.9
1990-04-27,0.0,76.19,24.12,31.24,18.57,1.54,17.2
1990-04-28,0.0,76.44,24.44,31.28,19.53,1.85,17.68
1990-04-29,0.0,77.62,24.91,31.63,20.25,1.88,13.06
1990-04-30,0.0,69.56,25.41,33.46,19.64,1.67,20.62
1990-05-01,0.0,71.25,25.7,33.22,20.15,2.09,19.43
1990-05-02,0.0,75.38,25.19,31.89,20.62,1.59,12.94
1990-05-03,24.56105232238769,78.5,24.89,31.05,20.65,1.95,14.11
1990-05-04,0.0,76.0,23.1,27.92,19.48,2.5,15.85
1990-05-05,0.0,76.75,22.06,27.01,18.33,1.72,14.84
1990-05-06,0.0,80.44,21.62,26.66,17.9,1.23,14.45
1990-05-07,0.0,77.62,22.93,29.3,18.58,1.25,16.74
1990-05-08,0.0,75.12,23.54,29.76,19.24,1.44,16.52
1990-05-09,0.0,78.81,23.25,29.5,19.33,1.83,11.56
1990-05-10,25.80509376525879,79.69,23.87,30.12,19.58,1.88,9.7
1990-05-11,0.0,73.75,25.8,33.3,19.75,1.23,18.2
1990-05-12,0.0,78.81,25.48,32.41,21.05,1.9,11.89
1990-05-13,0.0,81.31,22.84,28.35,19.78,3.27,5.6
1990-05-14,0.0,75.56,23.2,30.0,18.69,2.49,12.88
1990-05-15,0.0,75.5,24.23,31.55,18.91,2.3,18.35
1990-05-16,0.0,73.62,25.57,32.94,19.77,2.12,19.02
1990-05-17,0.0,69.56,25.78,34.15,19.76,1.98,17.21
1990-05-18,0.0,64.94,27.11,36.11,19.25,1.82,19.35
1990-05-19,0.0,45.19,21.71,27.29,16.36,2.69,6.72
1990-05-20,0.0,62.88,20.86,28.79,15.3,1.77,18.37
1990-05-21,0.0,70.56,22.1,30.78,15.4,1.54,18.86
1990-05-22,0.0,70.94,24.04,32.65,17.4,2.04,18.54
1990-05-23,0.0,83.31,19.65,23.73,17.01,3.44,5.14
1990-05-24,0.0,80.81,21.46,27.84,17.3,2.97,10.09
1990-05-25,0.0,78.19,22.98,29.29,18.98,2.92,11.81
1990-05-26,0.0,76.62,23.12,29.25,19.45,2.84,11.02
1990-05-27,0.0,81.62,22.9,28.98,19.08,2.02,9.03
1990-05-28,0.0,81.81,22.42,28.91,18.49,2.34,9.21
1990-05-29,0.0,84.31,21.55,28.03,17.26,2.06,10.84
1990-05-30,0.0,84.0,21.33,27.55,17.58,1.95,13.24
1990-05-31,0.0,81.75,21.12,27.15,17.15,1.83,15.52
1990-06-01,0.0,85.5,20.89,26.75,17.15,2.16,11.53
1990-06-02,0.0,83.88,21.29,27.23,17.22,2.46,14.13
1990-06-03,0.0,81.94,20.97,26.97,16.25,2.09,11.97
1990-06-04,0.0,80.81,21.63,27.91,17.74,1.89,14.23
1990-06-05,0.0,83.12,21.74,27.23,17.27,1.87,12.35
1990-06-06,0.0,77.69,22.43,29.79,16.73,1.5,17.25
1990-06-07,0.0,76.19,22.65,30.64,16.32,1.59,17.48
1990-06-08,0.0,78.38,22.44,29.11,17.85,2.0,14.76
1990-06-09,0.0,75.44,21.99,29.89,16.13,1.36,16.66
1990-06-10,0.0,75.0,22.23,30.33,15.76,1.43,17.56
1990-06-11,0.0,75.38,21.98,29.64,16.3,2.7,16.11
1990-06-12,0.0,74.69,19.33,23.77,15.97,3.23,7.34
1990-06-13,0.0,75.25,19.29,24.9,14.94,2.41,10.77
1990-06-14,0.0,73.0,20.46,27.23,15.35,1.64,13.11
1990-06-15,0.0,72.44,20.94,28.85,14.41,1.29,15.55
1990-06-16,0.0,72.94,22.37,30.11,15.8,1.79,15.16
1990-06-17,0.0,82.38,21.84,27.26,18.73,2.81,12.36
1990-06-18,0.0,84.19,20.66,26.35,18.29,2.89,8.83
1990-06-19,0.0,82.81,20.69,26.69,17.08,2.21,7.54
1990-06-20,0.0,83.25,20.77,27.09,16.22,1.55,9.82
1990-06-21,0.0,85.19,21.34,26.98,17.08,1.62,12.36
1990-06-22,0.0,74.25,23.58,31.54,18.0,2.21,17.95
1990-06-23,0.0,74.0,23.69,31.87,17.41,1.97,17.25
1990-06-24,0.0,76.5,23.14,30.45,18.13,1.91,16.45
1990-06-25,0.0,73.75,21.68,29.25,16.52,2.0,15.39
1990-06-26,0.0,72.5,21.55,30.07,14.6,1.83,17.59
1990-06-27,0.0,77.62,21.29,27.96,16.1,2.23,11.03
1990-06-28,0.0,83.19,21.01,26.78,17.6,3.05,7.61
1990-06-29,0.0,85.75,21.21,26.77,17.89,2.2,8.0
1990-06-30,28.29501724243164,86.12,21.13,26.42,17.95,2.39,10.32
1990-07-01,8.857827186584473,86.38,21.15,26.24,18.3,2.22,7.75
1990-07-02,0.0,85.62,21.37,26.47,18.14,2.15,11.04
1990-07-03,0.0,82.62,21.63,27.36,17.8,1.73,9.5
1990-07-04,0.0,81.88,21.9,27.03,18.33,1.23,11.98
1990-07-05,0.0,81.69,21.62,27.94,17.34,1.32,12.43
1990-07-06,0.0,83.81,20.6,25.53,17.0,1.62,10.02
1990-07-07,11.0360689163208,83.69,20.48,26.08,16.91,1.28,13.36
1990-07-08,0.0,80.31,21.06,27.26,17.04,1.45,16.29
1990-07-09,0.0,76.31,21.7,28.91,16.46,1.19,16.74
1990-07-10,0.0,74.5,22.66,30.18,16.31,1.82,16.61
1990-07-11,0.0,76.5,23.07,30.54,17.23,2.25,13.94
1990-07-12,8.85766315460205,86.12,18.2,21.46,15.66,3.46,5.87
1990-07-13,0.0,86.69,17.6,21.47,15.13,3.05,7.77
1990-07-14,4.052290439605713,81.5,18.85,24.73,15.14,2.0,10.12
1990-07-15,0.0,79.81,20.35,27.52,15.06,1.56,13.37
1990-07-16,0.0,78.44,20.92,28.13,15.96,1.48,14.6
1990-07-17,0.0,75.44,21.73,29.59,15.18,1.47,16.32
1990-07-18,0.0,74.06,23.3,32.26,16.71,1.59,18.62
1990-07-19,0.0,71.5,23.69,32.86,16.8,1.94,18.9
1990-07-20,0.0,72.88,23.05,32.26,16.17,2.11,18.46
1990-07-21,0.0,72.56,22.69,31.12,16.63,2.11,18.78
1990-07-22,0.0,77.06,21.87,29.1,16.39,2.06,16.87
1990-07-23,0.0,83.44,20.8,26.39,17.49,3.12,8.68
1990-07-24,0.0,78.44,21.55,28.24,17.38,2.11,13.17
1990-07-25,0.0,73.56,21.56,29.43,16.26,2.03,14.22
1990-07-26,0.0,73.62,21.05,28.4,15.11,2.37,15.8
1990-07-27,0.0,71.5,20.39,27.33,14.86,1.79,14.45
1990-07-28,0.0,73.0,20.77,27.79,14.37,2.01,17.16
1990-07-29,0.0,80.0,20.08,25.49,16.69,2.2,10.58
1990-07-30,3.6774182319641113,81.94,20.65,26.43,16.38,2.76,8.38
1990-07-31,0.0,81.94,20.63,25.6,17.24,2.48,8.34
1990-08-01,0.0,82.44,19.68,24.56,16.51,3.25,8.4
1990-08-02,0.0,83.12,19.64,24.3,16.64,3.63,7.84
1990-08-03,0.0,79.06,20.44,27.91,16.05,2.83,8.51
1990-08-04,0.0,78.88,20.65,26.45,16.55,2.12,8.99
1990-08-05,0.0,77.56,19.73,25.9,15.65,2.05,15.11
1990-08-06,0.0,85.12,18.66,23.77,15.63,2.91,8.66
1990-08-07,0.0,85.88,18.7,22.37,15.69,3.02,13.32
1990-08-08,0.0,86.31,19.9,25.3,17.06,3.4,7.96
1990-08-09,0.0,85.0,19.88,25.72,15.39,2.37,9.88
1990-08-10,14.100461959838867,84.12,20.42,25.68,17.17,1.6,10.84
1990-08-11,0.0,81.81,20.4,26.26,16.41,2.41,12.72
1990-08-12,0.0,77.56,20.52,27.34,15.98,1.97,15.66
1990-08-13,0.0,76.0,20.41,27.57,15.2,1.88,16.49
1990-08-14,0.0,78.5,20.46,27.22,15.87,2.12,12.13
1990-08-15,0.0,75.38,20.62,27.62,15.83,1.96,13.76
1990-08-16,0.0,72.75,21.44,29.48,14.23,2.19,19.63
1990-08-17,0.0,72.62,23.44,32.51,16.07,2.65,20.24
1990-08-18,0.0,75.19,23.76,31.51,17.82,2.39,16.9
1990-08-19,0.0,77.25,23.18,30.06,18.23,2.2,13.78
1990-08-20,0.0,73.19,23.53,31.8,16.87,2.19,19.63
1990-08-21,0.0,73.38,23.73,31.16,17.82,2.53,15.83
1990-08-22,0.0,78.56,22.48,28.82,18.62,2.78,9.88
1990-08-23,0.0,76.94,20.28,25.64,17.1,3.34,8.09
1990-08-24,0.0,75.56,18.89,24.61,15.76,3.86,9.19
1990-08-25,0.0,72.69,18.33,24.72,13.76,2.87,13.06
1990-08-26,0.0,75.62,19.54,26.9,12.73,2.14,12.72
1990-08-27,0.0,78.0,22.35,29.78,16.59,2.27,11.99
1990-08-28,0.0,73.0,24.56,32.79,18.65,2.61,16.1
1990-08-29,12.385369300842285,86.19,20.3,23.15,16.75,2.61,8.15
1990-08-30,12.385369300842285,91.06,19.16,22.32,16.67,1.84,3.46
1990-08-31,0.0,86.81,20.93,25.0,18.08,1.54,16.64
1990-09-01,0.0,77.31,22.35,29.42,17.27,2.45,16.05
1990-09-02,0.0,75.88,22.97,31.4,16.34,2.12,22.46
1990-09-03,0.0,81.81,22.13,28.4,18.03,2.88,7.5
1990-09-04,6.96491813659668,79.81,20.92,26.86,17.6,4.1,7.33
1990-09-05,0.0,76.88,20.69,27.26,16.19,2.83,10.45
1990-09-06,0.0,75.19,20.96,28.59,14.81,2.02,19.52
1990-09-07,0.0,75.31,21.87,29.45,15.77,2.3,14.93
1990-09-08,0.0,74.0,22.56,30.27,16.83,2.49,18.1
1990-09-09,4.255361557006837,74.56,23.44,30.44,17.83,2.28,4.27
1990-09-10,0.0,76.25,23.95,30.82,18.92,2.43,11.62
1990-09-11,0.0,81.0,23.12,28.05,19.9,2.27,14.93
1990-09-12,0.0,73.25,24.38,32.35,18.19,2.84,17.64
1990-09-13,0.0,70.06,24.57,33.41,18.06,2.91,23.27
1990-09-14,0.0,71.62,23.61,31.72,17.33,2.99,18.93
1990-09-15,0.0,75.06,23.05,29.05,18.41,2.85,8.15
1990-09-16,0.0,76.69,22.8,28.87,19.03,2.7,9.46
1990-09-17,4.3399434089660645,76.25,22.04,29.08,17.94,3.47,10.99
1990-09-18,0.0,73.62,21.79,28.3,17.4,3.2,13.74
1990-09-19,0.0,72.88,22.55,30.3,16.83,2.4,15.83
1990-09-20,0.0,70.88,22.62,30.82,15.51,2.45,20.93
1990-09-21,0.0,71.69,22.61,30.11,17.06,2.51,18.96
1990-09-22,0.0,72.94,22.83,30.34,17.79,2.8,17.38
1990-09-23,0.0,70.94,23.14,30.96,17.66,2.57,19.75
1990-09-24,0.0,66.81,23.77,32.09,16.87,2.7,21.78
1990-09-25,9.038463592529297,69.56,20.18,26.2,15.9,4.28,8.25
1990-09-26,0.0,67.12,19.29,25.69,14.48,3.12,16.66
1990-09-27,0.0,66.12,18.9,26.62,12.94,3.02,13.43
1990-09-28,0.0,64.0,18.75,25.67,11.26,2.82,20.39
1990-09-29,0.0,70.31,20.06,26.55,13.97,2.83,21.36
1990-09-30,0.0,75.94,21.37,29.38,15.62,3.06,15.93
1990-10-01,0.0,76.94,22.3,30.01,17.56,2.91,12.78
1990-10-02,0.0,71.06,22.44,29.96,17.47,3.07,15.83
1990-10-03,0.0,73.25,22.29,30.1,15.81,2.95,15.75
1990-10-04,0.0,77.44,21.87,28.35,18.53,2.91,20.65
1990-10-05,0.0,74.5,22.51,29.4,17.43,3.45,21.38
1990-10-06,0.0,76.56,21.82,28.12,17.64,3.21,13.61
1990-10-07,0.0,78.0,22.41,29.55,17.76,3.07,13.82
1990-10-08,0.0,76.38,23.15,30.12,18.08,2.85,17.95
1990-10-09,0.0,73.94,24.27,32.26,18.23,2.85,21.63
1990-10-10,0.0,72.88,24.83,32.83,18.87,3.15,21.09
1990-10-11,0.0,70.56,25.12,33.35,18.94,3.02,18.96
1990-10-12,0.0,68.88,25.41,33.92,18.82,3.01,24.08
1990-10-13,0.0,68.0,26.07,34.22,19.98,3.28,21.67
1990-10-14,0.0,66.88,25.48,33.51,19.44,3.42,21.02
1990-10-15,0.0,65.56,26.38,35.4,18.96,3.05,22.52
1990-10-16,0.0,68.12,26.12,33.78,20.33,3.05,18.15
1990-10-17,0.0,72.19,24.76,32.0,19.87,3.05,9.03
1990-10-18,0.0,70.69,24.63,32.15,19.47,2.91,16.68
1990-10-19,0.0,69.31,24.86,33.47,18.63,3.08,18.73
1990-10-20,0.0,67.69,25.6,34.4,18.97,3.55,24.01
1990-10-21,12.993070602416992,73.12,25.55,33.69,20.48,2.65,21.37
1990-10-22,38.97920989990234,85.19,21.3,24.87,18.63,2.94,8.1
1990-10-23,0.0,82.5,20.19,23.82,17.87,2.55,8.48
1990-10-24,0.0,83.69,22.04,28.65,17.4,2.71,18.07
1990-10-25,12.993070602416992,89.75,21.72,25.35,18.57,3.0,8.73
1990-10-26,31.102209091186523,87.25,21.02,25.27,18.05,2.95,15.72
1990-10-27,0.0,86.0,20.98,25.75,17.73,2.77,17.26
1990-10-28,0.0,82.88,22.01,28.51,17.19,2.48,21.16
1990-10-29,0.0,80.56,22.99,29.02,18.33,2.73,21.43
1990-10-30,0.0,78.81,23.48,29.91,18.63,2.55,24.32
1990-10-31,0.0,74.56,24.13,31.29,18.31,2.19,27.18
1990-11-01,0.0,72.44,25.43,33.69,18.12,2.19,29.26
1990-11-02,0.0,75.44,26.54,33.76,20.14,2.09,11.28
1990-11-03,28.134389877319336,86.31,24.11,26.93,21.9,2.31,15.6
1990-11-04,0.0,74.25,26.14,33.3,20.65,2.55,21.87
1990-11-05,0.0,70.25,26.92,34.67,20.62,2.76,24.51
1990-11-06,0.0,70.06,26.09,33.85,20.4,3.17,22.77
1990-11-07,0.0,73.19,25.01,31.8,20.44,3.0,20.99
1990-11-08,0.0,68.0,25.09,32.98,18.94,2.64,25.89
1990-11-09,0.0,67.06,25.17,33.9,18.07,2.55,27.12
1990-11-10,0.0,65.25,26.87,36.37,18.75,2.42,29.83
1990-11-11,0.0,66.06,27.63,36.12,21.01,2.59,21.22
1990-11-12,0.0,66.0,27.43,35.78,21.61,3.02,24.04
1990-11-13,0.0,67.75,26.33,33.87,20.42,3.16,26.2
1990-11-14,0.0,66.94,25.59,33.24,19.67,2.79,25.35
1990-11-15,0.0,64.88,25.85,34.49,19.46,3.17,26.73
1990-11-16,0.0,65.0,25.87,33.92,20.1,2.82,24.18
1990-11-17,0.0,69.44,25.65,33.16,19.06,2.76,20.37
1990-11-18,0.0,66.38,26.6,35.4,18.83,2.7,29.03
1990-11-19,0.0,66.25,26.25,35.44,19.98,2.77,29.64
1990-11-20,0.0,68.44,25.49,32.69,19.54,2.64,20.81
1990-11-21,0.0,73.94,24.82,30.21,21.04,2.2,12.11
1990-11-22,17.509435653686527,75.19,24.62,31.02,20.58,2.25,16.87
1990-11-23,0.0,74.19,25.62,32.75,20.13,2.31,19.71
1990-11-24,0.0,78.88,24.85,30.47,21.36,1.91,12.79
1990-11-25,0.0,79.25,25.65,31.49,21.69,2.15,27.03
1990-11-26,30.602134704589844,81.81,25.0,29.07,21.17,1.55,14.88
1990-11-27,20.40142059326172,76.62,26.13,30.98,22.03,2.09,25.17
1990-11-28,0.0,80.44,25.67,31.12,21.62,2.35,20.78
1990-11-29,10.20071029663086,88.12,24.42,28.58,21.62,2.55,6.99
1990-11-30,0.0,87.06,24.01,27.73,21.12,1.81,9.89
1990-12-01,0.0,80.88,24.15,29.59,19.64,2.05,23.29
1990-12-02,0.0,81.81,24.26,29.99,20.05,2.35,25.8
1990-12-03,0.0,82.31,24.22,29.74,19.95,2.59,22.45
1990-12-04,0.0,83.19,23.94,29.23,20.33,3.01,18.32
1990-12-05,0.0,81.19,23.59,29.37,19.56,2.68,23.66
1990-12-06,0.0,81.19,23.03,28.23,18.98,2.54,19.7
1990-12-07,0.0,79.69,24.3,30.73,18.97,2.31,25.31
1990-12-08,0.0,78.0,25.41,31.96,19.59,1.79,27.41
1990-12-09,15.407719612121582,82.81,23.91,29.42,20.19,3.13,16.93
1990-12-10,0.0,80.06,23.6,29.73,19.4,2.91,17.48
1990-12-11,0.0,76.12,26.15,32.81,19.97,1.85,26.94
1990-12-12,8.222086906433105,74.44,27.55,33.76,22.94,2.51,28.05
1990-12-13,16.44417381286621,73.44,27.96,34.51,22.5,1.77,30.17
1990-12-14,0.0,70.44,28.44,35.26,22.24,2.29,30.03
1990-12-15,0.0,72.88,26.85,32.37,22.76,2.05,15.64
1990-12-16,0.0,69.62,26.04,32.57,21.1,2.41,28.6
1990-12-17,0.0,74.06,25.01,31.21,20.07,2.5,26.24
1990-12-18,0.0,69.56,25.29,32.5,19.27,2.37,24.68
1990-12-19,0.0,68.31,26.0,34.0,18.73,2.55,27.96
1990-12-20,5.987621784210205,76.12,25.51,31.23,20.08,2.53,30.32
1990-12-21,21.90520477294922,79.62,24.98,30.66,21.58,1.73,24.43
1990-12-22,14.603471755981445,82.69,24.69,28.93,20.95,1.77,23.23
1990-12-23,0.0,74.0,25.23,31.52,20.18,2.53,24.94
1990-12-24,0.0,72.88,25.25,32.69,19.16,2.46,26.97
1990-12-25,0.0,69.88,25.55,32.08,19.22,2.26,24.75
1990-12-26,0.0,71.12,26.48,33.95,20.47,2.49,26.65
1990-12-27,0.0,72.06,26.41,33.03,21.93,2.95,26.89
1990-12-28,0.0,75.19,25.48,31.8,21.32,1.84,19.04
1990-12-29,0.0,81.38,25.01,30.48,21.42,2.15,16.63
1990-12-30,56.26285171508789,87.81,19.15,21.6,17.23,2.84,4.7
1990-12-31,0.0,80.75,20.72,25.4,16.5,2.52,11.25
1991-01-01,0.0,80.38,22.05,28.1,16.49,2.27,14.67
1991-01-02,0.0,83.94,23.45,28.93,19.22,2.16,24.94
1991-01-03,0.0,77.62,25.27,30.73,19.69,1.62,27.22
1991-01-04,5.413151264190674,77.38,25.71,30.71,21.44,1.77,22.13
1991-01-05,2.706575632095337,88.75,23.83,26.95,21.9,2.16,10.52
1991-01-06,37.48799133300781,87.94,23.65,27.33,21.24,2.58,7.61
1991-01-07,14.995197296142578,85.88,24.19,29.03,20.62,2.2,16.21
1991-01-08,0.0,84.25,24.48,29.82,20.01,1.9,17.99
1991-01-09,7.497598648071289,83.56,24.31,29.26,20.3,1.66,23.68
1991-01-10,7.497598648071289,82.12,24.82,30.36,19.56,1.66,24.2
1991-01-11,3.7505156993865967,84.12,24.48,29.08,20.86,1.88,13.33
1991-01-12,15.002062797546387,91.0,23.82,26.33,21.81,2.74,7.56
1991-01-13,0.0,89.12,23.69,26.84,21.73,3.0,11.08
1991-01-14,3.7505156993865967,87.94,23.89,27.58,21.23,2.42,17.77
1991-01-15,18.75257873535156,87.5,24.18,27.63,21.51,1.75,10.96
1991-01-16,6.663701057434082,86.12,24.9,29.26,21.16,1.99,17.47
1991-01-17,13.327402114868164,80.06,26.36,31.92,21.48,2.11,24.15
1991-01-18,13.327402114868164,86.56,24.42,28.68,21.38,2.37,24.94
1991-01-19,0.0,83.06,24.05,29.21,19.81,2.18,21.17
1991-01-20,0.0,82.0,23.57,28.8,19.44,2.02,21.47
1991-01-21,0.0,80.56,23.7,29.96,18.38,1.87,24.65
1991-01-22,0.0,77.75,24.38,30.44,18.33,1.52,27.6
1991-01-23,0.0,76.69,25.52,31.76,19.9,1.83,28.52
1991-01-24,0.0,76.19,26.11,31.86,20.95,2.08,27.83
1991-01-25,4.2413716316223145,77.81,25.83,31.33,21.6,2.15,26.17
1991-01-26,8.40717887878418,74.44,26.58,32.87,21.65,1.95,26.73
