DATA,P,RH2M,T2M,T2M_MAX,T2M_MIN,WS2M,ALLSKY_SFC_SW_DWN
2015-11-20,0.0,61.81,28.9,36.46,23.14,2.0,17.99
2015-11-21,0.0,72.88,27.69,33.15,23.37,1.77,21.29
2015-11-22,7.501747131347656,82.56,25.35,28.55,23.2,1.77,9.36
2015-11-23,3.750873565673828,71.69,27.51,34.1,22.27,1.83,16.38
2015-11-24,18.75436782836914,68.75,28.71,35.54,23.27,1.88,17.13
2015-11-25,7.501747131347656,72.19,28.89,33.44,24.61,1.52,19.58
2015-11-26,14.43601131439209,77.56,26.84,32.16,23.18,2.68,14.41
2015-11-27,0.0,70.94,25.4,31.52,21.6,3.18,14.76
2015-11-28,0.0,65.88,26.45,33.76,19.7,2.3,23.19
2015-11-29,0.0,63.56,28.49,37.13,21.38,2.65,27.22
2015-11-30,0.0,60.5,29.44,37.8,22.13,2.59,27.31
2015-12-01,0.0,59.12,29.46,37.55,22.95,2.96,27.04
2015-12-02,0.0,57.88,29.38,37.55,22.61,2.0,21.56
2015-12-03,0.0,57.5,29.58,37.5,22.48,1.29,25.71
2015-12-04,0.0,76.62,26.41,30.69,22.76,1.3,18.64
2015-12-05,11.154533386230467,70.56,28.64,35.28,22.84,1.41,23.47
2015-12-06,19.63078117370605,71.62,28.23,34.08,22.87,1.86,14.09
2015-12-07,13.087187767028807,69.25,29.04,34.72,23.78,1.81,24.67
2015-12-08,6.543593883514403,72.62,27.14,31.48,23.94,1.59,17.31
2015-12-09,0.0,57.94,27.92,36.63,21.37,1.99,26.32
2015-12-10,0.0,52.81,28.72,38.69,20.08,1.97,28.94
2015-12-11,0.0,50.56,29.35,39.02,21.33,1.96,27.68
2015-12-12,0.0,57.06,28.81,38.15,21.77,3.02,26.65
2015-12-13,0.0,58.69,29.09,37.94,22.26,3.28,29.45
2015-12-14,0.0,57.25,28.74,37.41,22.81,3.49,27.47
2015-12-15,0.0,60.38,28.28,36.88,21.51,3.01,27.3
2015-12-16,0.0,56.94,28.49,37.35,20.43,2.68,29.7
2015-12-17,0.0,56.75,29.03,36.82,22.87,2.93,26.32
2015-12-18,0.0,57.62,28.27,35.58,22.44,3.03,25.79
2015-12-19,0.0,53.38,28.43,36.61,21.94,3.25,26.35
2015-12-20,0.0,53.25,28.48,37.46,20.72,3.13,28.92
2015-12-21,0.0,56.62,28.49,37.01,21.93,3.56,25.05
2015-12-22,0.0,59.44,28.1,36.38,21.18,3.48,24.72
2015-12-23,0.0,58.12,28.3,36.69,21.94,3.69,24.08
2015-12-24,0.0,57.0,28.65,37.15,21.55,3.42,26.27
2015-12-25,0.0,53.44,29.37,38.39,22.06,3.59,28.03
2015-12-26,0.0,54.0,28.97,37.09,22.3,3.49,25.96
2015-12-27,4.354756832122804,56.5,28.75,37.29,22.76,2.6,21.44
2015-12-28,0.0,55.81,29.15,38.37,21.54,2.74,23.38
2015-12-29,8.709513664245605,62.94,28.08,35.84,21.5,2.68,22.22
2015-12-30,4.354756832122804,64.56,27.94,34.96,22.56,2.48,24.68
2015-12-31,0.0,56.94,30.08,39.29,22.08,2.7,26.83
2016-01-01,0.0,51.38,31.7,41.11,23.47,2.78,29.51
2016-01-02,0.0,44.75,32.11,41.33,23.75,2.3,29.56
2016-01-03,6.6157732009887695,68.25,27.53,33.65,23.74,1.69,20.55
2016-01-04,13.231546401977539,85.38,24.83,27.65,22.09,2.25,10.79
2016-01-05,0.0,75.5,25.21,30.88,20.94,2.43,15.41
2016-01-06,0.0,68.0,26.04,33.12,20.55,2.02,26.16
2016-01-07,0.0,63.25,27.26,34.94,20.33,2.05,23.44
2016-01-08,0.0,70.0,26.97,33.26,22.64,3.14,18.13
2016-01-09,0.0,67.25,28.01,35.82,22.2,3.31,22.05
2016-01-10,0.0,65.56,28.12,36.74,21.09,3.0,27.25
2016-01-11,0.0,63.81,29.08,37.46,21.84,2.71,25.02
2016-01-12,13.593732833862305,67.38,28.81,35.72,23.67,1.72,18.31
2016-01-13,0.0,78.12,26.87,32.04,23.66,1.84,14.92
2016-01-14,0.0,69.81,28.26,35.48,21.95,2.48,22.84
2016-01-15,0.0,72.31,28.54,34.26,23.47,2.01,17.31
2016-01-16,0.0,85.19,26.05,29.46,23.52,1.39,12.43
2016-01-17,17.030096054077152,80.88,25.2,29.69,22.48,2.04,10.73
2016-01-18,0.0,79.5,25.01,29.14,21.37,1.8,16.04
2016-01-19,17.030096054077152,81.44,25.68,31.16,22.11,2.1,16.58
2016-01-20,17.030096054077152,85.69,23.62,25.88,21.99,2.67,8.96
2016-01-21,12.68705940246582,87.81,22.65,25.08,20.87,3.01,8.19
2016-01-22,31.71764945983887,92.69,23.09,25.83,20.68,2.68,6.83
2016-01-23,6.34352970123291,87.94,24.45,28.12,21.45,1.98,12.68
2016-01-24,6.34352970123291,87.88,25.44,29.54,22.02,1.97,15.68
2016-01-25,31.71764945983887,91.06,25.05,28.62,22.93,2.36,13.87
2016-01-26,14.691411018371582,88.25,25.51,29.26,22.94,2.57,18.14
2016-01-27,0.0,84.44,25.76,30.86,22.2,3.0,21.83
2016-01-28,4.897136688232422,80.81,25.65,31.17,21.63,2.75,24.93
2016-01-29,0.0,80.62,25.06,30.83,20.43,2.32,24.86
2016-01-30,0.0,81.94,24.48,30.3,19.22,1.98,26.68
2016-01-31,0.0,82.25,24.63,30.05,19.94,1.88,22.63
2016-02-01,0.0,79.19,25.47,31.32,20.04,1.55,28.54
2016-02-02,0.0,76.31,25.93,31.7,20.28,1.67,27.84
2016-02-03,0.0,74.56,25.62,31.8,19.74,1.74,25.88
2016-02-04,0.0,73.62,25.98,32.16,20.98,1.88,26.79
2016-02-05,0.0,72.56,25.96,32.66,19.72,1.55,28.21
2016-02-06,3.618894338607788,71.38,26.78,33.33,21.15,1.85,27.32
2016-02-07,0.0,68.0,26.62,33.83,20.76,2.17,26.96
2016-02-08,0.0,68.81,26.22,33.89,19.41,2.42,27.85
2016-02-09,0.0,66.62,26.37,34.08,20.63,2.41,27.81
2016-02-10,0.0,62.69,26.85,35.05,18.89,1.08,29.69
2016-02-11,0.0,57.0,28.15,36.65,19.77,1.16,29.06
2016-02-12,0.0,66.5,27.95,35.0,21.98,1.42,20.86
2016-02-13,0.0,70.81,27.2,33.19,22.51,1.91,18.68
2016-02-14,0.0,64.75,27.93,35.18,21.92,2.35,25.15
2016-02-15,0.0,63.0,28.85,36.65,21.73,2.03,26.55
2016-02-16,0.0,59.81,29.14,37.51,21.58,1.84,27.93
2016-02-17,0.0,62.0,27.83,36.68,21.46,2.55,26.07
2016-02-18,4.00645112991333,67.5,26.6,34.67,19.56,2.05,19.73
2016-02-19,0.0,65.25,26.7,33.73,21.08,2.12,24.47
2016-02-20,0.0,63.62,27.41,36.3,19.77,2.46,27.59
2016-02-21,0.0,64.38,28.05,36.12,21.63,2.73,23.99
2016-02-22,0.0,64.75,28.01,36.06,21.98,2.75,22.7
2016-02-23,0.0,68.88,27.45,34.14,22.44,2.25,23.85
2016-02-24,0.0,65.0,28.25,36.32,22.04,1.96,25.59
2016-02-25,0.0,60.94,29.12,37.65,21.9,2.12,26.77
2016-02-26,0.0,61.5,29.12,37.44,22.7,2.91,26.56
2016-02-27,0.0,61.88,29.08,37.69,22.83,2.92,22.2
2016-02-28,0.0,61.44,28.87,37.95,21.65,2.48,27.43
2016-02-29,0.0,60.94,28.91,37.8,21.85,2.35,27.83
2016-03-01,0.0,63.94,28.37,36.79,22.47,2.79,23.29
2016-03-02,0.0,66.56,27.65,35.41,22.26,2.59,20.02
2016-03-03,0.0,63.56,28.22,36.01,21.92,2.25,22.68
2016-03-04,0.0,67.5,27.31,34.08,22.23,2.3,21.2
2016-03-05,0.0,65.0,29.04,37.05,22.72,2.2,19.76
2016-03-06,0.0,65.06,27.94,34.62,23.36,2.65,19.94
2016-03-07,0.0,64.19,27.09,33.87,21.38,2.23,23.44
2016-03-08,0.0,63.5,27.83,35.88,21.83,2.73,24.22
2016-03-09,0.0,62.25,28.15,36.5,21.9,2.71,23.77
2016-03-10,0.0,61.5,28.19,36.8,21.52,2.53,27.04
2016-03-11,0.0,60.38,29.19,37.68,22.26,2.84,25.01
2016-03-12,0.0,58.38,29.17,37.89,22.4,2.82,25.62
2016-03-13,0.0,62.19,28.5,36.27,22.44,2.86,23.5
2016-03-14,0.0,63.69,27.17,35.07,21.69,2.78,22.57
2016-03-15,0.0,72.56,25.84,32.86,20.01,2.46,17.45
2016-03-16,0.0,73.5,25.77,31.38,20.88,2.12,18.34
2016-03-17,0.0,69.25,26.38,33.87,20.83,2.08,20.01
2016-03-18,0.0,69.06,26.57,34.08,20.62,1.71,21.88
2016-03-19,0.0,65.25,27.4,34.86,21.44,1.53,21.78
2016-03-20,0.0,66.25,27.37,34.98,21.71,2.21,21.79
2016-03-21,0.0,65.12,27.44,35.16,21.73,2.21,23.05
2016-03-22,0.0,63.06,28.23,36.52,21.55,1.62,24.49
2016-03-23,0.0,62.69,28.9,37.27,21.45,2.09,24.16
2016-03-24,0.0,65.44,28.47,34.99,23.17,2.31,21.25
2016-03-25,0.0,62.25,28.75,36.84,22.22,3.0,19.61
2016-03-26,0.0,66.25,28.34,35.93,22.64,2.86,19.82
2016-03-27,0.0,64.19,28.13,36.47,22.12,2.73,20.02
2016-03-28,0.0,63.56,28.11,36.29,22.26,2.84,17.5
2016-03-29,0.0,61.94,28.04,36.51,21.2,2.31,19.89
2016-03-30,0.0,63.06,27.69,35.73,21.27,2.43,17.13
2016-03-31,25.7840576171875,64.06,27.85,35.4,22.25,2.39,15.7
2016-04-01,0.0,61.06,28.35,35.87,22.82,2.37,21.76
2016-04-02,0.0,60.56,28.43,36.48,21.9,2.19,17.22
2016-04-03,0.0,63.62,28.06,34.98,22.78,2.06,19.33
2016-04-04,0.0,61.0,28.55,36.53,22.72,2.22,21.04
2016-04-05,0.0,63.5,27.75,35.05,22.54,2.7,18.35
2016-04-06,6.720794677734375,62.0,27.08,35.13,21.12,2.52,22.15
2016-04-07,0.0,59.5,27.3,35.06,20.53,1.74,21.49
2016-04-08,0.0,57.06,28.05,36.8,20.4,1.69,22.98
2016-04-09,0.0,59.81,28.0,36.65,21.08,2.06,23.08
2016-04-10,0.0,60.62,27.33,35.78,20.87,2.51,22.09
2016-04-11,0.0,71.0,26.16,33.79,20.23,2.51,15.71
2016-04-12,0.0,68.44,27.25,34.1,22.82,2.94,14.34
2016-04-13,0.0,69.44,26.44,33.64,21.38,2.44,15.79
2016-04-14,0.0,68.38,26.6,33.64,21.59,2.13,17.03
2016-04-15,0.0,63.94,26.63,35.08,19.51,2.2,21.68
2016-04-16,0.0,67.81,26.65,33.73,20.92,2.44,16.64
2016-04-17,0.0,70.19,26.4,33.83,21.4,2.62,18.47
2016-04-18,0.0,68.69,26.09,33.71,19.89,2.26,19.24
2016-04-19,0.0,73.62,25.36,31.83,21.33,2.38,17.1
2016-04-20,0.0,75.62,25.1,31.22,21.17,1.82,16.01
2016-04-21,0.0,76.69,24.71,29.42,20.73,1.78,14.67
2016-04-22,5.693825721740723,71.5,25.64,32.96,19.4,2.18,16.04
2016-04-23,0.0,62.5,25.98,33.69,20.08,2.61,17.75
2016-04-24,0.0,67.25,25.5,32.95,20.64,2.6,19.75
2016-04-25,0.0,63.69,25.92,34.25,19.3,2.27,21.11
2016-04-26,0.0,60.06,27.02,36.05,19.37,2.31,20.62
2016-04-27,0.0,56.62,27.75,36.85,20.76,2.7,21.86
2016-04-28,0.0,61.06,27.4,35.21,21.21,2.28,18.77
2016-04-29,4.55905818939209,70.75,25.29,30.48,21.69,2.12,10.68
2016-04-30,0.0,61.38,27.2,34.68,20.89,1.64,16.14
2016-05-01,5.805824279785156,66.88,26.53,34.66,21.11,2.23,15.19
2016-05-02,0.0,67.12,22.81,28.08,19.58,2.96,8.8
2016-05-03,0.0,65.31,24.19,31.86,17.65,1.91,16.69
2016-05-04,0.0,62.88,25.22,33.36,19.14,1.15,19.32
2016-05-05,0.0,64.5,25.35,33.58,18.24,1.98,17.58
2016-05-06,5.9914140701293945,65.81,25.38,32.31,20.06,2.12,16.64
2016-05-07,0.0,64.44,25.73,33.62,19.69,2.12,18.61
2016-05-08,0.0,61.94,25.45,33.9,18.19,2.2,19.28
2016-05-09,0.0,62.44,24.72,32.37,18.62,1.97,20.05
2016-05-10,0.0,59.12,25.62,34.22,19.11,2.09,20.28
2016-05-11,0.0,59.44,25.77,35.38,17.72,1.74,20.3
2016-05-12,0.0,61.69,26.06,34.45,19.58,1.27,17.34
2016-05-13,0.0,69.94,25.23,32.06,20.59,2.43,10.29
2016-05-14,0.0,79.81,22.74,28.08,19.37,2.66,6.17
2016-05-15,0.0,75.88,23.07,30.21,18.48,2.27,11.34
2016-05-16,0.0,67.12,24.98,33.15,18.42,1.52,18.62
2016-05-17,0.0,58.69,27.25,36.3,19.58,1.8,19.02
2016-05-18,0.0,57.56,27.69,36.16,21.06,1.82,17.44
2016-05-19,0.0,70.38,26.33,31.48,21.9,2.05,10.82
2016-05-20,7.790364742279053,77.06,24.87,30.2,21.69,2.43,10.35
2016-05-21,0.0,83.31,24.21,30.16,20.8,1.86,9.81
2016-05-22,0.0,74.94,25.13,32.15,21.03,2.16,16.22
2016-05-23,0.0,72.88,25.22,32.52,19.62,1.33,17.65
2016-05-24,0.0,79.62,21.73,26.09,18.95,2.72,6.15
2016-05-25,0.0,82.06,21.19,26.72,17.94,2.49,6.5
2016-05-26,0.0,75.0,21.26,27.91,16.55,1.66,13.17
2016-05-27,0.0,73.19,21.74,29.04,16.06,1.35,16.37
2016-05-28,0.0,77.31,21.69,28.35,16.76,1.29,11.9
2016-05-29,13.537696838378904,81.31,22.57,27.34,19.49,0.73,9.75
2016-05-30,0.0,73.44,24.13,31.77,18.66,1.3,16.2
2016-05-31,0.0,67.5,24.67,33.61,17.83,1.54,18.25
2016-06-01,0.0,63.81,25.34,34.51,18.2,1.77,18.15
2016-06-02,0.0,62.31,26.45,35.42,18.93,2.03,15.51
2016-06-03,0.0,55.56,27.58,36.53,21.73,2.43,17.04
2016-06-04,5.82944393157959,56.75,27.61,37.23,20.19,2.03,17.61
2016-06-05,0.0,58.56,27.74,36.69,20.63,2.48,15.39
2016-06-06,0.0,53.94,28.12,38.1,20.48,2.04,17.14
2016-06-07,0.0,47.81,28.9,38.76,20.55,2.16,14.98
2016-06-08,4.5557403564453125,70.06,26.75,33.24,22.76,2.48,10.01
2016-06-09,0.0,76.69,24.46,31.48,19.73,2.34,5.84
2016-06-10,0.0,80.12,21.69,27.2,17.94,1.92,5.71
2016-06-11,0.0,79.31,23.48,30.32,19.47,1.54,8.2
2016-06-12,0.0,77.94,21.12,26.65,17.44,2.05,4.92
2016-06-13,0.0,75.69,20.42,26.06,17.01,3.02,4.18
2016-06-14,0.0,72.81,19.76,25.89,15.7,2.56,8.07
2016-06-15,0.0,69.12,19.79,27.35,13.83,1.65,17.22
2016-06-16,0.0,71.12,19.45,27.37,14.18,1.47,15.44
2016-06-17,0.0,75.31,19.93,27.65,14.63,1.33,11.58
2016-06-18,0.0,71.75,20.87,29.15,14.97,1.32,17.45
2016-06-19,0.0,75.94,21.46,29.42,15.14,1.75,8.33
2016-06-20,0.0,72.75,21.29,28.76,16.09,1.51,13.72
2016-06-21,0.0,74.12,21.13,27.69,16.4,1.58,12.42
2016-06-22,0.0,74.38,21.7,28.48,16.84,1.75,13.18
2016-06-23,0.0,70.31,22.58,29.87,17.66,1.33,15.54
2016-06-24,0.0,73.75,21.8,28.28,16.01,1.97,13.71
2016-06-25,7.723246574401855,78.06,21.01,26.72,16.69,3.16,6.73
2016-06-26,0.0,74.88,19.65,26.23,14.06,2.43,14.13
2016-06-27,0.0,76.88,20.48,26.65,16.05,2.59,13.73
2016-06-28,0.0,79.12,21.1,27.18,17.12,2.77,10.69
2016-06-29,0.0,84.69,21.56,27.9,17.51,2.77,9.2
2016-06-30,0.0,82.75,21.37,26.8,17.69,2.23,12.41
2016-07-01,0.0,82.0,21.32,27.46,16.94,2.39,11.79
2016-07-02,0.0,79.06,21.68,27.6,16.85,2.74,14.39
2016-07-03,0.0,80.19,21.06,27.86,16.07,2.5,10.05
2016-07-04,0.0,83.06,21.37,26.66,17.77,2.65,12.34
2016-07-05,0.0,79.56,20.67,27.0,16.43,2.05,14.59
2016-07-06,0.0,79.81,20.86,27.8,15.42,1.27,14.75
2016-07-07,0.0,72.0,23.0,31.42,16.8,1.23,17.58
2016-07-08,5.274197578430176,78.62,21.64,28.39,17.14,2.43,6.86
2016-07-09,0.0,73.38,20.53,27.46,16.06,1.77,9.84
2016-07-10,0.0,71.0,20.52,29.01,13.75,1.5,17.85
2016-07-11,0.0,70.12,21.05,30.11,14.09,1.77,18.82
2016-07-12,0.0,68.62,21.15,30.45,14.05,1.63,18.99
2016-07-13,0.0,69.5,21.55,30.65,14.38,1.67,18.79
2016-07-14,0.0,72.19,22.33,30.76,15.33,1.94,16.89
2016-07-15,11.968216896057127,70.0,23.38,31.93,16.48,1.78,18.78
2016-07-16,0.0,61.94,23.62,33.06,16.42,2.42,19.47
2016-07-17,0.0,59.44,23.89,33.9,15.84,2.27,18.93
2016-07-18,7.226893424987793,75.81,22.6,28.8,18.98,3.1,5.07
2016-07-19,0.0,74.12,21.19,26.83,17.32,2.48,6.25
2016-07-20,0.0,71.44,22.69,30.89,16.21,2.02,6.58
2016-07-21,0.0,69.62,23.56,31.0,18.01,1.74,10.25
2016-07-22,0.0,82.0,21.54,26.77,18.35,2.65,7.95
2016-07-23,0.0,80.5,21.44,27.98,17.51,2.84,11.63
2016-07-24,0.0,81.19,21.96,28.48,18.43,2.41,10.1
2016-07-25,0.0,79.88,21.85,28.3,17.69,1.9,12.82
2016-07-26,0.0,73.81,21.24,28.46,16.58,2.04,16.27
2016-07-27,0.0,68.69,21.16,30.04,13.71,1.73,19.94
2016-07-28,0.0,72.81,21.91,29.23,15.29,2.21,16.64
2016-07-29,0.0,81.56,21.13,27.0,17.76,2.48,10.28
2016-07-30,8.12584400177002,80.19,20.54,26.52,17.18,2.87,10.01
2016-07-31,7.197777271270753,76.19,19.56,25.58,14.05,2.8,13.09
2016-08-01,0.0,76.5,19.81,27.59,13.25,1.57,12.96
2016-08-02,0.0,80.31,21.7,28.54,16.98,1.7,10.97
2016-08-03,0.0,81.62,21.03,27.15,16.7,2.17,8.19
2016-08-04,0.0,80.56,20.66,26.74,16.98,2.16,8.45
2016-08-05,0.0,77.94,20.94,27.55,16.57,1.91,16.53
2016-08-06,0.0,74.69,21.88,29.02,16.43,1.79,16.9
2016-08-07,0.0,67.31,22.63,31.37,15.42,1.52,20.16
2016-08-08,0.0,69.69,23.15,31.69,16.48,2.24,19.82
2016-08-09,5.797605037689209,69.25,22.68,31.24,16.43,2.09,20.33
2016-08-10,0.0,64.12,22.75,33.11,14.68,1.78,21.46
2016-08-11,0.0,69.5,23.48,32.31,16.26,1.95,16.29
2016-08-12,6.3815436363220215,79.31,21.75,27.52,17.98,3.04,6.39
2016-08-13,0.0,75.0,22.1,29.37,17.21,2.56,9.51
2016-08-14,0.0,68.19,23.98,31.57,17.85,1.97,17.63
2016-08-15,0.0,63.94,24.95,33.66,17.65,2.46,20.45
2016-08-16,0.0,59.62,26.12,35.19,18.87,2.16,18.99
2016-08-17,0.0,59.81,26.81,35.57,19.31,2.18,20.26
2016-08-18,0.0,63.31,26.9,35.62,20.19,2.69,20.68
2016-08-19,7.638038635253906,70.06,24.82,31.87,19.91,3.06,13.49
2016-08-20,0.0,67.88,24.55,32.46,18.47,2.91,12.83
2016-08-21,0.0,59.88,26.15,36.07,18.26,2.59,21.51
2016-08-22,0.0,64.69,22.89,27.9,18.46,3.62,6.84
2016-08-23,0.0,77.0,19.98,23.9,17.36,2.64,7.45
2016-08-24,0.0,72.88,20.92,28.32,16.32,2.87,11.35
2016-08-25,0.0,67.69,20.87,28.44,15.27,2.54,12.13
2016-08-26,0.0,66.81,21.5,29.92,14.3,2.27,14.81
2016-08-27,0.0,67.94,22.18,30.42,15.41,2.38,14.02
2016-08-28,0.0,68.38,22.99,31.52,15.5,2.68,16.4
2016-08-29,0.0,69.56,23.35,31.84,16.48,2.66,14.47
2016-08-30,0.0,71.0,23.7,31.82,17.43,2.94,19.28
2016-08-31,0.0,68.75,24.48,32.41,18.78,3.29,14.51
2016-09-01,0.0,65.94,24.51,32.49,18.64,3.27,18.28
2016-09-02,0.0,66.56,23.76,31.39,18.51,3.25,16.36
2016-09-03,0.0,70.0,22.65,30.35,17.22,2.9,12.29
2016-09-04,0.0,72.94,22.17,28.92,16.55,2.62,14.93
2016-09-05,0.0,68.62,22.83,30.8,15.94,2.89,16.14
2016-09-06,0.0,65.62,23.48,32.02,16.26,2.7,20.47
2016-09-07,0.0,64.5,24.07,32.8,16.96,2.6,22.15
2016-09-08,0.0,63.38,24.44,33.51,16.65,2.76,21.31
2016-09-09,0.0,66.38,24.72,33.62,17.5,3.2,16.38
2016-09-10,0.0,64.25,23.92,31.85,18.34,2.95,19.76
2016-09-11,0.0,65.38,23.83,31.65,17.51,2.45,19.01
2016-09-12,0.0,63.81,24.45,32.76,17.8,2.95,23.19
2016-09-13,0.0,60.56,24.88,33.57,18.4,3.52,20.48
2016-09-14,0.0,56.81,25.37,35.01,17.24,3.14,24.58
2016-09-15,0.0,59.0,26.44,36.44,18.32,3.18,24.0
2016-09-16,0.0,62.94,25.93,34.37,19.52,2.87,17.45
2016-09-17,0.0,63.75,26.03,34.07,20.37,2.93,14.47
2016-09-18,0.0,58.75,26.14,35.24,19.47,2.89,21.5
2016-09-19,0.0,55.25,26.53,36.27,18.23,2.58,24.18
2016-09-20,0.0,51.62,27.08,36.79,18.53,2.98,24.15
2016-09-21,17.356500625610348,64.19,24.61,32.76,19.82,2.92,9.65
2016-09-22,0.0,61.44,23.27,30.07,18.65,3.23,14.11
2016-09-23,0.0,61.44,23.92,32.01,17.77,2.77,13.18
2016-09-24,0.0,59.31,25.55,34.55,18.01,2.66,20.78
2016-09-25,0.0,60.75,25.78,33.58,19.28,2.43,18.26
2016-09-26,21.165815353393555,65.56,25.18,32.83,20.19,2.55,12.38
2016-09-27,10.582907676696776,76.81,22.15,27.11,18.65,2.76,6.16
2016-09-28,0.0,70.0,24.15,32.26,19.01,3.2,12.64
2016-09-29,0.0,61.06,26.32,35.45,18.29,2.04,20.26
2016-09-30,0.0,58.19,27.64,36.82,19.77,2.94,23.11
2016-10-01,0.0,69.06,25.58,33.12,21.12,3.22,11.04
2016-10-02,0.0,76.06,23.23,29.86,19.28,4.03,10.13
2016-10-03,0.0,72.88,23.43,31.66,18.68,3.72,10.42
2016-10-04,7.879590034484862,72.0,24.39,30.22,18.59,3.07,7.22
2016-10-05,7.879590034484862,71.56,25.27,31.25,20.47,2.84,12.57
2016-10-06,9.172808647155762,76.38,24.96,32.4,19.62,2.15,12.3
2016-10-07,10.483209609985352,64.19,27.68,34.93,22.1,2.33,21.77
2016-10-08,0.0,67.25,25.65,33.58,20.4,3.23,15.71
2016-10-09,0.0,68.69,26.26,33.73,20.25,2.11,24.02
2016-10-10,0.0,71.94,25.69,32.76,20.88,3.46,18.96
2016-10-11,0.0,70.19,24.69,32.16,19.98,3.85,13.54
2016-10-12,0.0,67.94,24.78,32.99,19.52,3.48,11.81
2016-10-13,0.0,69.81,24.94,33.23,19.08,3.43,16.23
2016-10-14,0.0,67.62,25.89,33.98,20.35,3.14,20.0
2016-10-15,0.0,66.94,26.08,34.58,18.93,3.21,22.52
2016-10-16,0.0,61.81,25.98,34.65,19.59,3.52,21.5
2016-10-17,0.0,60.0,26.15,34.72,19.05,3.35,24.25
2016-10-18,0.0,61.0,27.19,35.96,19.95,3.18,22.05
2016-10-19,0.0,57.81,28.18,37.06,21.34,3.52,25.64
2016-10-20,0.0,57.44,28.55,37.55,21.17,3.48,26.11
2016-10-21,0.0,55.38,28.64,37.68,21.29,3.63,27.75
2016-10-22,0.0,57.25,27.98,36.65,21.48,3.55,24.0
2016-10-23,0.0,58.94,27.55,35.71,21.19,3.45,24.25
2016-10-24,0.0,55.81,27.44,36.3,20.58,3.03,24.42
2016-10-25,0.0,55.56,27.72,36.95,20.42,3.07,26.54
2016-10-26,0.0,55.88,28.12,37.1,21.23,3.34,25.18
2016-10-27,0.0,49.56,28.95,38.43,21.53,4.02,27.99
2016-10-28,0.0,48.25,30.93,41.98,20.8,2.74,28.27
2016-10-29,0.0,73.94,24.62,28.65,20.44,3.18,13.71
2016-10-30,0.0,79.88,22.42,26.9,19.71,3.27,7.01
2016-10-31,0.0,73.88,23.77,31.48,19.08,3.36,11.63
2016-11-01,0.0,75.06,24.41,31.44,19.4,3.3,16.26
2016-11-02,0.0,67.5,25.65,33.69,19.5,3.06,22.11
2016-11-03,0.0,66.0,26.21,34.5,18.88,3.16,24.16
2016-11-04,0.0,63.25,26.56,34.76,20.4,3.44,25.04
2016-11-05,0.0,65.19,25.49,33.19,20.09,3.43,23.32
2016-11-06,0.0,70.44,24.53,32.17,19.22,3.3,18.44
2016-11-07,0.0,74.81,24.37,31.48,19.65,3.02,16.85
2016-11-08,0.0,78.25,23.71,29.88,19.98,2.71,18.5
2016-11-09,0.0,70.0,25.26,32.93,19.4,2.96,19.04
2016-11-10,15.493230819702148,72.44,25.0,29.8,20.36,2.14,16.43
2016-11-11,0.0,65.94,27.26,35.07,20.73,2.68,24.36
2016-11-12,0.0,65.19,27.62,35.46,21.01,3.41,24.32
2016-11-13,0.0,75.69,25.26,30.9,21.96,2.8,12.66
2016-11-14,31.73941802978516,83.5,24.13,28.67,21.33,3.34,10.34
2016-11-15,31.73941802978516,87.94,23.58,26.68,21.32,3.13,15.24
2016-11-16,17.360177993774414,85.06,24.89,29.79,21.89,3.11,13.62
2016-11-17,17.360177993774414,80.69,25.49,29.58,21.93,2.51,17.62
2016-11-18,17.360177993774414,75.19,27.31,33.5,22.52,2.31,17.23
2016-11-19,52.08053970336914,80.19,22.32,27.1,18.36,2.78,10.24
2016-11-20,0.0,77.38,20.68,25.48,16.79,2.27,10.6
2016-11-21,0.0,79.0,22.08,27.98,17.28,1.97,13.52
2016-11-22,0.0,77.06,24.87,30.64,18.64,1.88,23.46
2016-11-23,0.0,71.06,27.25,34.13,22.01,2.24,22.16
2016-11-24,0.0,78.75,25.89,30.69,22.19,1.56,18.44
2016-11-25,0.0,82.69,25.08,30.49,21.89,2.45,10.47
2016-11-26,0.0,81.19,25.01,31.33,21.12,2.45,11.49
2016-11-27,0.0,80.06,24.87,30.86,20.62,1.95,13.3
2016-11-28,0.0,75.75,25.65,32.16,20.24,1.81,18.79
2016-11-29,0.0,69.56,26.91,34.75,20.23,1.95,24.03
2016-11-30,0.0,71.69,26.69,34.27,21.16,2.61,22.7
2016-12-01,0.0,76.69,25.0,30.44,21.03,2.41,9.55
2016-12-02,0.0,76.0,25.03,32.41,19.65,2.94,12.9
2016-12-03,0.0,72.69,26.52,33.91,20.66,1.91,16.0
2016-12-04,18.288911819458008,70.38,27.57,33.64,22.02,2.97,20.17
2016-12-05,18.288911819458008,82.81,25.77,29.6,22.73,2.96,15.2
2016-12-06,12.896292686462402,75.62,27.31,33.41,23.01,2.26,23.99
2016-12-07,6.448146343231201,75.5,27.66,32.63,23.27,1.2,20.09
2016-12-08,12.896292686462402,84.06,25.75,29.4,23.46,1.6,25.23
2016-12-09,12.896292686462402,74.94,26.93,32.19,22.49,2.14,23.11
2016-12-10,12.896292686462402,71.0,27.65,34.45,21.66,1.88,16.02
2016-12-11,0.0,80.31,26.25,31.59,22.07,1.84,22.14
2016-12-12,12.060762405395508,86.38,25.48,29.05,23.01,2.23,16.96
2016-12-13,36.18228530883789,78.25,26.5,32.44,21.78,2.44,12.78
